id	Name	Manufacturer	Capacity	Type	Cache	Form Factor	Interface	NVME	Price	Url
101	Seagate SkyHawk Surveillance 8 TB 3.5" 7200RPM Internal Hard Drive (ST8000VX004)	Seagate	8 TB	7200RPM	256 MB	3.5	SATA 6.0 Gb/s	No	€268.00	https://fi.pcpartpicker.com/product/RR6qqs/seagate-skyhawk-surveillance-8-tb-35-7200rpm-internal-hard-drive-st8000vx004
102	Seagate SkyHawk Surveillance 8 TB 3.5" 7200RPM Internal Hard Drive (ST8000VX004)	Seagate	8 TB	7200RPM	256 MB	3.5	SATA 6.0 Gb/s	No	€268.00	https://fi.pcpartpicker.com/product/RR6qqs/seagate-skyhawk-surveillance-8-tb-35-7200rpm-internal-hard-drive-st8000vx004
103	Seagate EXOS Enterprise 6 TB 3.5" 7200RPM Internal Hard Drive (ST6000NM002A)	Seagate	6 TB	7200RPM	256 MB	3.5	SATA 6.0 Gb/s	No	€251.00	https://fi.pcpartpicker.com/product/GcH8TW/seagate-exos-enterprise-6-tb-35-7200rpm-internal-hard-drive-st6000nm002a
104	Seagate EXOS Enterprise 6 TB 3.5" 7200RPM Internal Hard Drive (ST6000NM021A)	Seagate	6 TB	7200RPM	256 MB	3.5	SATA 6.0 Gb/s	No	€252.00	https://fi.pcpartpicker.com/product/RC6qqs/seagate-exos-enterprise-6-tb-35-7200rpm-internal-hard-drive-st6000nm021a
105	Western Digital Purple 3 TB 3.5" 5400RPM Internal Hard Drive (WD30PURZ)	Western Digital	3 TB	5400RPM	64 MB	3.5	SATA 6.0 Gb/s	No	€108.00	https://fi.pcpartpicker.com/product/R68j4D/western-digital-purple-3tb-35-5400rpm-internal-hard-drive-wd30purz
106	Seagate Exos 7E8 2 TB 3.5" 7200RPM Internal Hard Drive (ST2000NM000A)	Seagate	2 TB	7200RPM	256 MB	3.5	SATA 6.0 Gb/s	No	€152.00	https://fi.pcpartpicker.com/product/KBhmP6/seagate-exos-7e8-2-tb-35-7200rpm-internal-hard-drive-st2000nm000a
107	Western Digital Purple Pro 12 TB 3.5" 7200RPM Internal Hard Drive (WD121PURP)	Western Digital	12 TB	7200RPM	256 MB	3.5	SATA 6.0 Gb/s	No	€374.00	https://fi.pcpartpicker.com/product/hnXJ7P/western-digital-12-tb-35-7200rpm-internal-hard-drive-wd121purp
108	Seagate Enterprise Performance 600 GB 2.5" 15000RPM Internal Hard Drive (ST600MP0006)	Seagate	600 GB	15000RPM	256 MB	2.5	SAS 12.0 Gb/s	No	€350.00	https://fi.pcpartpicker.com/product/tMsmP6/seagate-enterprise-performance-600-gb-25-15000rpm-internal-hard-drive-st600mp0006
109	Western Digital Purple 10 TB 3.5" 7200RPM Internal Hard Drive (WD102PURZ)	Western Digital	10 TB	7200RPM	256 MB	3.5	SATA 6.0 Gb/s	No	€369.90	https://fi.pcpartpicker.com/product/VhFKHx/western-digital-purple-10-tb-35-7200rpm-internal-hard-drive-wd102purz
110	Samsung 870 Evo 1 TB 2.5" Solid State Drive (MZ-77E1T0B/AM)	Samsung	1 TB	SSD	1024 MB	2.5	SATA 6.0 Gb/s	No	€124.90	https://fi.pcpartpicker.com/product/7nsnTW/samsung-870-evo-1-tb-25-solid-state-drive-mz-77e1t0bam
111	Kingston A400 240 GB 2.5" Solid State Drive (SA400S37/240G)	Kingston	240 GB	SSD		2.5	SATA 6.0 Gb/s	No	€34.90	https://fi.pcpartpicker.com/product/btDzK8/kingston-a400-240gb-25-solid-state-drive-sa400s37240g
112	Crucial MX500 1 TB 2.5" Solid State Drive (CT1000MX500SSD1)	Crucial	1 TB	SSD	1024 MB	2.5	SATA 6.0 Gb/s	No	€114.00	https://fi.pcpartpicker.com/product/h3tQzy/crucial-mx500-1tb-25-solid-state-drive-ct1000mx500ssd1
113	Samsung 870 Evo 500 GB 2.5" Solid State Drive (MZ-77E500B/AM)	Samsung	500 GB	SSD	512 MB	2.5	SATA 6.0 Gb/s	No	€69.99	https://fi.pcpartpicker.com/product/mRpmP6/samsung-870-evo-500-gb-25-solid-state-drive-mz-77e500bam
114	Samsung 870 QVO 8 TB 2.5" Solid State Drive (MZ-77Q8T0B/AM)	Samsung	8 TB	SSD		2.5	SATA 6.0 Gb/s	No	€749.90	https://fi.pcpartpicker.com/product/7Qvqqs/samsung-870-qvo-8-tb-25-solid-state-drive-mz-77q8t0bam
115	Samsung 870 Evo 2 TB 2.5" Solid State Drive (MZ-77E2T0B/AM)	Samsung	2 TB	SSD	2048 MB	2.5	SATA 6.0 Gb/s	No	€219.90	https://fi.pcpartpicker.com/product/3CmmP6/samsung-870-evo-2-tb-25-solid-state-drive-mz-77e2t0bam
116	Samsung 870 Evo 4 TB 2.5" Solid State Drive (MZ-77E4T0B/AM)	Samsung	4 TB	SSD	4096 MB	2.5	SATA 6.0 Gb/s	No	€459.90	https://fi.pcpartpicker.com/product/RBD7YJ/samsung-870-evo-4-tb-25-solid-state-drive-mz-77e4t0bam
117	Crucial MX500 2 TB 2.5" Solid State Drive (CT2000MX500SSD1)	Crucial	2 TB	SSD	2048 MB	2.5	SATA 6.0 Gb/s	No	€223.00	https://fi.pcpartpicker.com/product/nF8j4D/crucial-mx500-2tb-25-solid-state-drive-ct2000mx500ssd1
118	Western Digital Blue 1 TB 2.5" Solid State Drive (WDS100T2B0A)	Western Digital	1 TB	SSD		2.5	SATA 6.0 Gb/s	No	€119.90	https://fi.pcpartpicker.com/product/GTCD4D/western-digital-blue-1tb-25-solid-state-drive-wds100t2b0a
119	Crucial MX500 500 GB 2.5" Solid State Drive (CT500MX500SSD1)	Crucial	500 GB	SSD	512 MB	2.5	SATA 6.0 Gb/s	No	€71.00	https://fi.pcpartpicker.com/product/ft8j4D/crucial-mx500-500gb-25-solid-state-drive-ct500mx500ssd1
120	Kingston A400 120 GB 2.5" Solid State Drive (SA400S37/120G)	Kingston	120 GB	SSD		2.5	SATA 6.0 Gb/s	No	€29.00	https://fi.pcpartpicker.com/product/2FDzK8/kingston-a400-120gb-25-solid-state-drive-sa400s37120g
121	Kingston A400 480 GB 2.5" Solid State Drive (SA400S37/480G)	Kingston	480 GB	SSD		2.5	SATA 6.0 Gb/s	No	€56.90	https://fi.pcpartpicker.com/product/WGZ2FT/kingston-a400-480gb-25-solid-state-drive-sa400s37480g
122	Samsung 870 QVO 4 TB 2.5" Solid State Drive (MZ-77Q4T0B/AM)	Samsung	4 TB	SSD		2.5	SATA 6.0 Gb/s	No	€389.90	https://fi.pcpartpicker.com/product/9k3mP6/samsung-870-qvo-4-tb-25-solid-state-drive-mz-77q4t0bam
123	Western Digital Blue 500 GB 2.5" Solid State Drive (WDS500G2B0A)	Western Digital	500 GB	SSD		2.5	SATA 6.0 Gb/s	No	€80.00	https://fi.pcpartpicker.com/product/LRkj4D/western-digital-blue-500gb-25-solid-state-drive-wds500g2b0a
124	Crucial MX500 4 TB 2.5" Solid State Drive (CT4000MX500SSD1)	Crucial	4 TB	SSD		2.5	SATA 6.0 Gb/s	No	€432.00	https://fi.pcpartpicker.com/product/p7nypg/crucial-mx500-4-tb-25-solid-state-drive-ct4000mx500ssd1
125	Crucial MX500 250 GB 2.5" Solid State Drive (CT250MX500SSD1)	Crucial	250 GB	SSD	256 MB	2.5	SATA 6.0 Gb/s	No	€52.00	https://fi.pcpartpicker.com/product/4mkj4D/crucial-mx500-250gb-25-solid-state-drive-ct250mx500ssd1
126	Crucial BX500 480 GB 2.5" Solid State Drive (CT480BX500SSD1)	Crucial	480 GB	SSD		2.5	SATA 6.0 Gb/s	No	€62.00	https://fi.pcpartpicker.com/product/8R66Mp/crucial-bx500-480gb-25-solid-state-drive-ct480bx500ssd1
127	Samsung 870 Evo 250 GB 2.5" Solid State Drive (MZ-77E250B/AM)	Samsung	250 GB	SSD	512 MB	2.5	SATA 6.0 Gb/s	No	€56.90	https://fi.pcpartpicker.com/product/VZ4BD3/samsung-870-evo-250-gb-25-solid-state-drive-mz-77e250bam
128	PNY CS900 120 GB 2.5" Solid State Drive (SSD7CS900-120-PB)	PNY	120 GB	SSD		2.5	SATA 6.0 Gb/s	No	€24.90	https://fi.pcpartpicker.com/product/7x4NnQ/pny-cs900-120gb-25-solid-state-drive-ssd7cs900-120-pb
129	Western Digital Blue 2 TB 2.5" Solid State Drive (WDS200T2B0A)	Western Digital	2 TB	SSD		2.5	SATA 6.0 Gb/s	No	€236.00	https://fi.pcpartpicker.com/product/Mtprxr/western-digital-0-25-2000000rpm-internal-hard-drive-wds200t2b0a
130	Kingston A400 960 GB 2.5" Solid State Drive (SA400S37/960G)	Kingston	960 GB	SSD		2.5	SATA 6.0 Gb/s	No	€99.90	https://fi.pcpartpicker.com/product/hGprxr/kingston-a400-960-gb-25-solid-state-drive-sa400s37960g
131	PNY CS900 1 TB 2.5" Solid State Drive (SSD7CS900-1TB-RB)	PNY	1 TB	SSD		2.5	SATA 6.0 Gb/s	No	€86.90	https://fi.pcpartpicker.com/product/x83mP6/pny-cs900-1-tb-25-solid-state-drive-ssd7cs900-1tb-rb
132	PNY CS900 240 GB 2.5" Solid State Drive (SSD7CS900-240-RB)	PNY	240 GB	SSD		2.5	SATA 6.0 Gb/s	No	€32.90	https://fi.pcpartpicker.com/product/dF448d/pny-cs900-240gb-25-solid-state-drive-ssd7cs900-240-rb
133	Crucial BX500 240 GB 2.5" Solid State Drive (CT240BX500SSD1)	Crucial	240 GB	SSD		2.5	SATA 6.0 Gb/s	No	€43.00	https://fi.pcpartpicker.com/product/mdc48d/crucial-bx500-240gb-25-solid-state-drive-ct240bx500ssd1
134	Western Digital Blue 4 TB 2.5" Solid State Drive (WDS400T2B0A)	Western Digital	4 TB	SSD		2.5	SATA 6.0 Gb/s	No	€519.00	https://fi.pcpartpicker.com/product/xbtKHx/western-digital-blue-4-tb-25-solid-state-drive-wds400t2b0a
135	Western Digital Green 240 GB 2.5" Solid State Drive (WDS240G2G0A)	Western Digital	240 GB	SSD		2.5	SATA 6.0 Gb/s	No	€49.00	https://fi.pcpartpicker.com/product/9Bc48d/western-digital-green-240gb-25-solid-state-drive-wds240g2g0a
136	ADATA SU800 512 GB 2.5" Solid State Drive (ASU800SS-512GT-C)	ADATA	512 GB	SSD		2.5	SATA 6.0 Gb/s	No	€63.00	https://fi.pcpartpicker.com/product/V3mxFT/adata-ultimate-su800-512-gb-25-solid-state-drive-asu800ss-512gt-c
137	Western Digital Blue 250 GB 2.5" Solid State Drive (WDS250G2B0A)	Western Digital	250 GB	SSD		2.5	SATA 6.0 Gb/s	No	€62.00	https://fi.pcpartpicker.com/product/NhgzK8/western-digital-blue-250gb-25-solid-state-drive-wds250g2b0a
138	PNY CS900 480 GB 2.5" Solid State Drive (SSD7CS900-480-PB)	PNY	480 GB	SSD		2.5	SATA 6.0 Gb/s	No	€61.00	https://fi.pcpartpicker.com/product/Pzkj4D/pny-cs900-480gb-25-solid-state-drive-ssd7cs900-480-pb
139	ADATA SU800 256 GB 2.5" Solid State Drive (ASU800SS-256GT-C)	ADATA	256 GB	SSD		2.5	SATA 6.0 Gb/s	No	€48.00	https://fi.pcpartpicker.com/product/7YQRsY/adata-ultimate-su800-256-gb-25-solid-state-drive-asu800ss-256gt-c
140	Intel DC P4510 8 TB 2.5" Solid State Drive (SSDPE2KX080T801)	Intel	8 TB	SSD		2.5	U.2	No	€2090.00	https://fi.pcpartpicker.com/product/RtHRsY/intel-dc-p4510-8-tb-25-nvme-solid-state-drive-ssdpe2kx080t801
141	Kingston KC600 256 GB 2.5" Solid State Drive (SKC600/256G)	Kingston	256 GB	SSD		2.5	SATA 6.0 Gb/s	No	€57.00	https://fi.pcpartpicker.com/product/LFXYcf/kingston-kc600-256-gb-25-solid-state-drive-skc600256g
142	Kingston DC500R 7.68 TB 2.5" Solid State Drive (SEDC500R/7680G)	Kingston	7.68 TB	SSD		2.5	SATA 6.0 Gb/s	No	€1437.00	https://fi.pcpartpicker.com/product/xmbCmG/kingston-dc500r-768-tb-25-solid-state-drive-sedc500r7680g
143	Western Digital Red SA500 4 TB 2.5" Solid State Drive (WDS400T1R0A)	Western Digital	4 TB	SSD		2.5	SATA 6.0 Gb/s	No	€599.00	https://fi.pcpartpicker.com/product/p4pmP6/western-digital-red-sa500-4-tb-25-solid-state-drive-wds400t1r0a
144	Kingston KC600 512 GB 2.5" Solid State Drive (SKC600/512G)	Kingston	512 GB	SSD		2.5	SATA 6.0 Gb/s	No	€98.00	https://fi.pcpartpicker.com/product/GbkgXL/kingston-kc600-512-gb-25-solid-state-drive-skc600512g
145	Western Digital Green 480 GB 2.5" Solid State Drive (WDS480G2G0A)	Western Digital	480 GB	SSD		2.5	SATA 6.0 Gb/s	No	€62.00	https://fi.pcpartpicker.com/product/vBkj4D/western-digital-green-480-gb-25-solid-state-drive-wds480g2g0a
146	Kingston A400 1.92 TB 2.5" Solid State Drive (SA400S37/1920G)	Kingston	1.92 TB	SSD		2.5	SATA 6.0 Gb/s	No	€258.00	https://fi.pcpartpicker.com/product/TytKHx/kingston-a400-192-tb-25-solid-state-drive-sa400s371920g
147	Western Digital Red SA500 1 TB 2.5" Solid State Drive (WDS100T1R0A)	Western Digital	1 TB	SSD		2.5	SATA 6.0 Gb/s	No	€150.00	https://fi.pcpartpicker.com/product/hJn8TW/western-digital-red-sa500-1-tb-25-solid-state-drive-wds100t1r0a
148	PNY CS900 960 GB 2.5" Solid State Drive (SSD7CS900-960-PB)	PNY	960 GB	SSD		2.5	SATA 6.0 Gb/s	No	€99.00	https://fi.pcpartpicker.com/product/JkjJ7P/pny-cs900-960gb-25-solid-state-drive-ssd7cs900-960-pb
149	Western Digital Red SA500 2 TB 2.5" Solid State Drive (WDS200T1R0A)	Western Digital	2 TB	SSD		2.5	SATA 6.0 Gb/s	No	€301.00	https://fi.pcpartpicker.com/product/HDjNnQ/western-digital-red-sa500-2-tb-25-solid-state-drive-wds200t1r0a
150	Western Digital Red SA500 500 GB 2.5" Solid State Drive (WDS500G1R0A)	Western Digital	500 GB	SSD		2.5	SATA 6.0 Gb/s	No	€88.00	https://fi.pcpartpicker.com/product/XGJmP6/western-digital-red-sa500-500-gb-25-solid-state-drive-wds500g1r0a
151	Intel DC P4510 4 TB 2.5" Solid State Drive (SSDPE2KX040T801)	Intel	4 TB	SSD		2.5	U.2	No	€1063.00	https://fi.pcpartpicker.com/product/94F48d/intel-dc-p4510-4-tb-25-nvme-solid-state-drive-ssdpe2kx040t801
152	Kingston KC600B 512 GB 2.5" Solid State Drive (SKC600B/512G)	Kingston	512 GB	SSD		2.5	SATA 6.0 Gb/s	No	€117.00	https://fi.pcpartpicker.com/product/7TzFf7/kingston-kc600b-512-gb-25-solid-state-drive-skc600b512g
153	Kingston DC450R 7.68 TB 2.5" Solid State Drive (SEDC450R/7680G)	Kingston	7.68 TB	SSD		2.5	SATA 6.0 Gb/s	No	€1242.00	https://fi.pcpartpicker.com/product/8kxbt6/kingston-dc450r-768-tb-25-solid-state-drive-sedc450r7680g
154	Transcend TS128GSSD230S 128 GB 2.5" Solid State Drive (TS128GSSD230S)	Transcend	128 GB	SSD		2.5	SATA 6.0 Gb/s	No	€38.00	https://fi.pcpartpicker.com/product/98DzK8/transcend-128gb-25-solid-state-drive-ts128gssd230s
155	Kingston DC500M 3.84 TB 2.5" Solid State Drive (SEDC500M/3840G)	Kingston	3.84 TB	SSD		2.5	SATA 6.0 Gb/s	No	€1003.00	https://fi.pcpartpicker.com/product/bDstt6/kingston-dc500m-384-tb-25-solid-state-drive-sedc500m3840g
156	KIOXIA EXCERIA 480 GB 2.5" Solid State Drive (LTC10Z480GG8)	KIOXIA	480 GB	SSD		2.5	SATA 6.0 Gb/s	No	€56.00	https://fi.pcpartpicker.com/product/4rbTwP/kioxia-exceria-480-gb-25-solid-state-drive-ltc10z480gg8
157	Transcend TS32GSSD370S 32 GB 2.5" Solid State Drive (TS32GSSD370S)	Transcend	32 GB	SSD		2.5	SATA 6.0 Gb/s	No	€41.00	https://fi.pcpartpicker.com/product/sXPzK8/transcend-internal-hard-drive-ts32gssd370s
158	Transcend TS256GSSD230S 256 GB 2.5" Solid State Drive (TS256GSSD230S)	Transcend	256 GB	SSD		2.5	SATA 6.0 Gb/s	No	€53.00	https://fi.pcpartpicker.com/product/7CH48d/transcend-256gb-25-solid-state-drive-ts256gssd230s
159	Kingston KC600 2.048 TB 2.5" Solid State Drive (SKC600/2048G)	Kingston	2.048 TB	SSD		2.5	SATA 6.0 Gb/s	No	€313.00	https://fi.pcpartpicker.com/product/knbCmG/kingston-kc600-2048-tb-25-solid-state-drive-skc6002048g
160	Kingston KC600 2.048 TB 2.5" Solid State Drive (SKC600/2048G)	Kingston	2.048 TB	SSD		2.5	SATA 6.0 Gb/s	No	€313.00	https://fi.pcpartpicker.com/product/knbCmG/kingston-kc600-2048-tb-25-solid-state-drive-skc6002048g
161	Transcend TS512GSSD230S 512 GB 2.5" Solid State Drive (TS512GSSD230S)	Transcend	512 GB	SSD		2.5	SATA 6.0 Gb/s	No	€80.00	https://fi.pcpartpicker.com/product/VBkwrH/transcend-512gb-25-solid-state-drive-ts512gssd230s
162	Kingston KC600B 256 GB 2.5" Solid State Drive (SKC600B/256G)	Kingston	256 GB	SSD		2.5	SATA 6.0 Gb/s	No	€72.00	https://fi.pcpartpicker.com/product/9Gn8TW/kingston-kc600b-256-gb-25-solid-state-drive-skc600b256g
163	Kingston KC600B 256 GB 2.5" Solid State Drive (SKC600B/256G)	Kingston	256 GB	SSD		2.5	SATA 6.0 Gb/s	No	€72.00	https://fi.pcpartpicker.com/product/9Gn8TW/kingston-kc600b-256-gb-25-solid-state-drive-skc600b256g
164	Transcend TS120GSSD220S 120 GB 2.5" Solid State Drive (TS120GSSD220S)	Transcend	120 GB	SSD		2.5	SATA 6.0 Gb/s	No	€28.00	https://fi.pcpartpicker.com/product/p338TW/transcend-12gb-25-solid-state-drive-ts120gssd220s
165	Kingston SSDNOW DC500R 3.84 TB 2.5" Solid State Drive (SEDC500R/3840G)	Kingston	3.84 TB	SSD		2.5	SATA 6.0 Gb/s	No	€852.00	https://fi.pcpartpicker.com/product/2wcRsY/kingston-ssdnow-dc500r-384-tb-25-solid-state-drive-sedc500r3840g
166	Transcend TS240GSSD220S 240 GB 2.5" Solid State Drive (TS240GSSD220S)	Transcend	240 GB	SSD		2.5	SATA 6.0 Gb/s	No	€43.00	https://fi.pcpartpicker.com/product/tWyxFT/transcend-240gb-25-solid-state-drive-ts240gssd220s
167	Intel D3-S4510 3.84 TB 2.5" Solid State Drive (SSDSC2KB038T801)	Intel	3.84 TB	SSD		2.5	SATA 6.0 Gb/s	No	€933.00	https://fi.pcpartpicker.com/product/8fw7YJ/intel-d3-s4510-384-tb-25-solid-state-drive-ssdsc2kb038t801
168	KIOXIA EXCERIA 960 GB 2.5" Solid State Drive (LTC10Z960GG8)	KIOXIA	960 GB	SSD		2.5	SATA 6.0 Gb/s	No	€105.00	https://fi.pcpartpicker.com/product/fNbTwP/kioxia-exceria-960-gb-25-solid-state-drive-ltc10z960gg8
169	Transcend TS256GSSD370S 256 GB 2.5" Solid State Drive (TS256GSSD370S)	Transcend	256 GB	SSD		2.5	SATA 6.0 Gb/s	No	€151.00	https://fi.pcpartpicker.com/product/Gq4NnQ/transcend-internal-hard-drive-ts256gssd370s
170	Transcend TS64GSSD370S 64 GB 2.5" Solid State Drive (TS64GSSD370S)	Transcend	64 GB	SSD		2.5	SATA 6.0 Gb/s	No	€60.00	https://fi.pcpartpicker.com/product/DcYWGX/transcend-internal-hard-drive-ts64gssd370s
171	Kingston KC600 256 GB 2.5" Solid State Drive (SKC600MS256G)	Kingston	256 GB	SSD		2.5	SATA 6.0 Gb/s	No	€48.00	https://fi.pcpartpicker.com/product/3z6p99/kingston-kc600-256-gb-25-solid-state-drive-skc600ms256g
172	Kingston SSDNOW DC500M 480 GB 2.5" Solid State Drive (SEDC500M/480G)	Kingston	480 GB	SSD		2.5	SATA 6.0 Gb/s	No	€181.00	https://fi.pcpartpicker.com/product/83yqqs/kingston-ssdnow-dc500m-480-gb-25-solid-state-drive-sedc500m480g
173	Kingston KC600 256 GB 2.5" Solid State Drive (SKC600MS256G)	Kingston	256 GB	SSD		2.5	SATA 6.0 Gb/s	No	€48.00	https://fi.pcpartpicker.com/product/3z6p99/kingston-kc600-256-gb-25-solid-state-drive-skc600ms256g
174	Transcend TS480GSSD220S 480 GB 2.5" Solid State Drive (TS480GSSD220S)	Transcend	480 GB	SSD		2.5	SATA 6.0 Gb/s	No	€69.00	https://fi.pcpartpicker.com/product/yHnG3C/transcend-480gb-25-solid-state-drive-ts480gssd220s
175	Samsung 970 Evo Plus 1 TB M.2-2280 NVME Solid State Drive (MZ-V7S1T0B/AM)	Samsung	1 TB	SSD	1024 MB	M.2-2280	M.2 (M)	Yes	€136.90	https://fi.pcpartpicker.com/product/Zxw7YJ/samsung-970-evo-plus-1-tb-m2-2280-nvme-solid-state-drive-mz-v7s1t0bam
176	Samsung 970 Evo Plus 2 TB M.2-2280 NVME Solid State Drive (MZ-V7S2T0B/AM)	Samsung	2 TB	SSD	1024 MB	M.2-2280	M.2 (M)	Yes	€249.90	https://fi.pcpartpicker.com/product/Fv8j4D/samsung-970-evo-plus-2-tb-m2-2280-nvme-solid-state-drive-mz-v7s2t0bam
177	Samsung 980 Pro 2 TB M.2-2280 NVME Solid State Drive (MZ-V8P2T0B/AM)	Samsung	2 TB	SSD	2048 MB	M.2-2280	M.2 (M)	Yes	€299.90	https://fi.pcpartpicker.com/product/f3cRsY/samsung-980-pro-2-tb-m2-2280-nvme-solid-state-drive-mz-v8p2t0bam
178	Samsung 970 Evo Plus 500 GB M.2-2280 NVME Solid State Drive (MZ-V7S500B/AM)	Samsung	500 GB	SSD	512 MB	M.2-2280	M.2 (M)	Yes	€82.90	https://fi.pcpartpicker.com/product/TwWfrH/samsung-970-evo-plus-500-gb-m2-2280-nvme-solid-state-drive-mz-v7s500bam
179	Samsung 980 Pro 1 TB M.2-2280 NVME Solid State Drive (MZ-V8P1T0B/AM)	Samsung	1 TB	SSD	1024 MB	M.2-2280	M.2 (M)	Yes	€154.90	https://fi.pcpartpicker.com/product/DDWBD3/samsung-980-pro-1-tb-m2-2280-nvme-solid-state-drive-mz-v8p1t0bam
180	Western Digital Blue SN550 1 TB M.2-2280 NVME Solid State Drive (WDS100T2B0C)	Western Digital	1 TB	SSD		M.2-2280	M.2 (M)	Yes	€122.90	https://fi.pcpartpicker.com/product/BhmFf7/western-digital-blue-sn550-1-tb-m2-2280-nvme-solid-state-drive-wds100t2b0c
181	Western Digital Blue SN570 1 TB M.2-2280 NVME Solid State Drive (WDS100T3B0C)	Western Digital	1 TB	SSD		M.2-2280	M.2 (M)	Yes	€111.00	https://fi.pcpartpicker.com/product/3dvdnQ/western-digital-blue-sn570-1-tb-m2-2280-nvme-solid-state-drive-wds100t3b0c
182	Crucial P2 1 TB M.2-2280 NVME Solid State Drive (CT1000P2SSD8)	Crucial	1 TB	SSD		M.2-2280	M.2 (M)	Yes	€120.00	https://fi.pcpartpicker.com/product/KMkgXL/crucial-p2-1-tb-m2-2280-nvme-solid-state-drive-ct1000p2ssd8
183	Samsung 980 1 TB M.2-2280 NVME Solid State Drive (MZ-V8V1T0B/AM)	Samsung	1 TB	SSD		M.2-2280	M.2 (M)	Yes	€109.90	https://fi.pcpartpicker.com/product/mKBG3C/samsung-980-1-tb-m2-2280-nvme-solid-state-drive-mz-v8v1t0bam
184	Crucial P2 500 GB M.2-2280 NVME Solid State Drive (CT500P2SSD8)	Crucial	500 GB	SSD		M.2-2280	M.2 (M)	Yes	€72.00	https://fi.pcpartpicker.com/product/G9XYcf/crucial-p2-500-gb-m2-2280-nvme-solid-state-drive-ct500p2ssd8
185	Western Digital Black SN850 1 TB M.2-2280 NVME Solid State Drive (WDS100T1X0E)	Western Digital	1 TB	SSD		M.2-2280	M.2 (M)	Yes	€168.00	https://fi.pcpartpicker.com/product/W69tt6/western-digital-black-sn850-1-tb-m2-2280-nvme-solid-state-drive-wds100t1x0e
186	Western Digital Black SN850 2 TB M.2-2280 NVME Solid State Drive (WDS200T1X0E)	Western Digital	2 TB	SSD		M.2-2280	M.2 (M)	Yes	€334.00	https://fi.pcpartpicker.com/product/6LGnTW/western-digital-black-sn850-2-tb-m2-2280-nvme-solid-state-drive-wds200t1x0e
187	Western Digital Blue SN570 500 GB M.2-2280 NVME Solid State Drive (WDS500G3B0C)	Western Digital	500 GB	SSD		M.2-2280	M.2 (M)	Yes	€62.90	https://fi.pcpartpicker.com/product/9FH7YJ/western-digital-blue-sn570-500-gb-m2-2280-nvme-solid-state-drive-wds500g3b0c
188	Samsung 980 500 GB M.2-2280 NVME Solid State Drive (MZ-V8V500B/AM)	Samsung	500 GB	SSD		M.2-2280	M.2 (M)	Yes	€69.90	https://fi.pcpartpicker.com/product/m6rRsY/samsung-980-500-gb-m2-2280-nvme-solid-state-drive-mz-v8v500bam
189	Kingston NV1 500 GB M.2-2280 NVME Solid State Drive (SNVS/500G)	Kingston	500 GB	SSD		M.2-2280	M.2 (M)	Yes	€56.90	https://fi.pcpartpicker.com/product/H8XJ7P/kingston-nv1-500-gb-m2-2280-nvme-solid-state-drive-snvs500g
190	Crucial P2 2 TB M.2-2280 NVME Solid State Drive (CT2000P2SSD8)	Crucial	2 TB	SSD		M.2-2280	M.2 (M)	Yes	€218.00	https://fi.pcpartpicker.com/product/QggQzy/crucial-p2-2-tb-m2-2280-nvme-solid-state-drive-ct2000p2ssd8
191	Crucial P5 Plus 1 TB M.2-2280 NVME Solid State Drive (CT1000P5PSSD8)	Crucial	1 TB	SSD		M.2-2280	M.2 (M)	Yes	€175.00	https://fi.pcpartpicker.com/product/7nXJ7P/crucial-p5-plus-1-tb-m2-2280-nvme-solid-state-drive-ct1000p5pssd8
192	Samsung 980 Pro 500 GB M.2-2280 NVME Solid State Drive (MZ-V8P500B/AM)	Samsung	500 GB	SSD	512 MB	M.2-2280	M.2 (M)	Yes	€109.90	https://fi.pcpartpicker.com/product/w96qqs/samsung-980-pro-500-gb-m2-2280-nvme-solid-state-drive-mz-v8p500bam
193	Samsung 970 Evo Plus 250 GB M.2-2280 NVME Solid State Drive (MZ-V7S250B/AM)	Samsung	250 GB	SSD	512 MB	M.2-2280	M.2 (M)	Yes	€67.90	https://fi.pcpartpicker.com/product/BDYLrH/samsung-970-evo-plus-250-gb-m2-2280-nvme-solid-state-drive-mz-v7s250bam
194	Kingston NV1 1 TB M.2-2280 NVME Solid State Drive (SNVS/1000G)	Kingston	1 TB	SSD		M.2-2280	M.2 (M)	Yes	€99.90	https://fi.pcpartpicker.com/product/4NWzK8/kingston-nv1-1-tb-m2-2280-nvme-solid-state-drive-snvs1000g
195	Western Digital Black SN750 SE 1 TB M.2-2280 NVME Solid State Drive (WDS100T1B0E)	Western Digital	1 TB	SSD		M.2-2280	M.2 (M)	Yes	€139.00	https://fi.pcpartpicker.com/product/P8Z9TW/western-digital-wd_black-sn750-se-1-tb-m2-2280-nvme-solid-state-drive-wds100t1b0e
196	Western Digital Black SN750 1 TB M.2-2280 NVME Solid State Drive (WDS100T3X0C)	Western Digital	1 TB	SSD		M.2-2280	M.2 (M)	Yes	€143.00	https://fi.pcpartpicker.com/product/QQrmP6/western-digital-wd_black-sn750-1-tb-m2-2280-nvme-solid-state-drive-wds100t3x0c
197	Intel 660p 1.02 TB M.2-2280 NVME Solid State Drive (SSDPEKNW010T8X1)	Intel	1.02 TB	SSD		M.2-2280	M.2 (M)	Yes	€99.90	https://fi.pcpartpicker.com/product/9nhKHx/intel-660p-series-1tb-m2-2280-solid-state-drive-ssdpeknw010t8x1
