id	Name	Manufacturer	Type	Color	Power Supply	Side Panel Window	Power Supply Shroud	Motherboard Form Factor	Maximum Video Card Length	Volume	Dimensions	Price	Url
307	RAIJINTEK OPHION Mini ITX Desktop Case (0R20B00097)	RAIJINTEK	Mini ITX Desktop	Black	None	Acrylic	No	Mini ITX	330 mm / 12.992			€119.90	https://fi.pcpartpicker.com/product/rWL48d/raijintek-ophion-mini-itx-desktop-case-0r20b00097
308	Phanteks EVOLV SHIFT 2 AIR Mini ITX Tower Case (PH-ES217A_AG02)	Phanteks	Mini ITX Tower	Gray / Black	None	None	No	Mini ITX	335 mm / 13.189			€119.90	https://fi.pcpartpicker.com/product/w9fFf7/phanteks-evolv-shift-2-air-mini-itx-tower-case-ph-es217a_ag02
309	SSUPD Meshlicious Mini ITX Tower Case (G99.OE759W.00)	SSUPD	Mini ITX Tower	White	None	Tempered Glass	No	Mini ITX	332 mm / 13.071	14.676 L	245 mm x 166.4 mm x 360 mm	€129.90	https://fi.pcpartpicker.com/product/7zvdnQ/ssupd-meshlicious-mini-itx-tower-case-g99oe759w00
310	Silverstone SG05BB-450-USB3.0 Mini ITX Desktop Case (SG05BB-LITE)	Silverstone	Mini ITX Desktop	Black	None	None	No	Mini ITX	254 mm / 10	10.735 L	221 mm x 176 mm x 276 mm	€49.90	https://fi.pcpartpicker.com/product/RRDwrH/silverstone-case-sg05bblite
311	Silverstone SG13 Mini ITX Tower Case (SST-SG13WB)	Silverstone	Mini ITX Tower	White / Black	None	None	No	Mini ITX	267 mm / 10.512	11.452 L	285 mm x 222 mm x 181 mm	€49.90	https://fi.pcpartpicker.com/product/wzfmP6/silverstone-case-sstsg13wb
312	Silverstone RVZ03 Mini ITX Desktop Case (RVZ03B)	Silverstone	Mini ITX Desktop	Black	None	None	No	Mini ITX	330 mm / 12.992			€117.90	https://fi.pcpartpicker.com/product/RgVBD3/silverstone-rvz03b-mini-itx-desktop-case-rvz03b
313	Silverstone SUGO 15 Mini ITX Desktop Case (SST-SG15B)	Silverstone	Mini ITX Desktop	Black	None	None	No	Mini ITX	330 mm / 12.992	19.075 L	366 mm x 247 mm x 211 mm	€179.90	https://fi.pcpartpicker.com/product/X8hmP6/silverstone-sugo-15-mini-itx-desktop-case-sst-sg15b
314	Silverstone DS380B Mini ITX Tower Case (DS380B)	Silverstone	Mini ITX Tower	Black	None	None	No	Mini ITX	279 mm / 10.984			€178.90	https://fi.pcpartpicker.com/product/bpZQzy/silverstone-case-ds380b
315	Silverstone RVZ03B-ARGB Mini ITX Desktop Case (RVZ03B-ARGB)	Silverstone	Mini ITX Desktop	Black	None	None	No	Mini ITX	330 mm / 12.992			€114.90	https://fi.pcpartpicker.com/product/34QfrH/silverstone-rvz03b-argb-mini-itx-desktop-case-rvz03b-argb
316	Fractal Design Node 304 Mini ITX Tower Case (FD-CA-NODE-304-WH)	Fractal Design	Mini ITX Tower	White	None	None	No	Mini ITX	310 mm / 12.205	19.504 L	373 mm x 249 mm x 210 mm	€99.00	https://fi.pcpartpicker.com/product/VMLypg/fractal-design-case-fdcanode304wh
317	Jonsbo Jonsplus i100 Pro Mini ITX Desktop Case (i100PRO-G Black)	Jonsbo	Mini ITX Desktop	Black	None	Tempered Glass	No	Mini ITX	345 mm / 13.583 With Drive Cages	25.908 L	435 mm x 194 mm x 307 mm	€169.00	https://fi.pcpartpicker.com/product/ZL2WGX/jonsbo-jonsplus-i100-pro-mini-itx-desktop-case-i100pro-g-black
318	Silverstone SUGO 14 Mini ITX Desktop Case (SST-SG14B)	Silverstone	Mini ITX Desktop	Black / Yellow	None	None	No	Mini ITX	330 mm / 12.992	19.548 L	368.1 mm x 247 mm x 215 mm	€94.90	https://fi.pcpartpicker.com/product/HQJmP6/silverstone-sugo-14-mini-itx-desktop-case-sst-sg14b
319	Streacom DA2 V2 Mini ITX Desktop Case (ST-DA2B-V2)	Streacom	Mini ITX Desktop	Black	None	None	No	Mini ITX	330 mm / 12.992	17.503 L	340 mm x 180 mm x 286 mm	€224.90	https://fi.pcpartpicker.com/product/Dj3mP6/streacom-da2-v2-mini-itx-desktop-case-st-da2b-v2
320	Silverstone RVZ01B Mini ITX Desktop Case (RVZ01B)	Silverstone	Mini ITX Desktop	Black	None	None	No	Mini ITX	330 mm / 12.992			€102.90	https://fi.pcpartpicker.com/product/GCfp99/silverstone-case-rvz01b
321	RAIJINTEK OPHION EVO Mini ITX Desktop Case (0R20B00098)	RAIJINTEK	Mini ITX Desktop	Black	None	Acrylic	No	Mini ITX	330 mm / 12.992			€124.90	https://fi.pcpartpicker.com/product/2Tx2FT/raijintek-ophion-evo-mini-itx-desktop-case-0r20b00098
322	Silverstone SUGO 15 Mini ITX Desktop Case (SST-SG15S)	Silverstone	Mini ITX Desktop	Silver	None	None	No	Mini ITX	330 mm / 12.992	19.075 L	366 mm x 247 mm x 211 mm	€179.90	https://fi.pcpartpicker.com/product/hfK2FT/silverstone-sugo-15-mini-itx-desktop-case-sst-sg15s
323	Jonsbo Jonsplus i100 Pro Mini ITX Desktop Case (i100PRO-A Silver)	Jonsbo	Mini ITX Desktop	Silver	None	None	No	Mini ITX	345 mm / 13.583 With Drive Cages	25.908 L	435 mm x 194 mm x 307 mm	€169.00	https://fi.pcpartpicker.com/product/nQqPxr/jonsbo-jonsplus-i100-pro-mini-itx-desktop-case-i100pro-a-silver
324	Silverstone RVZ03W-ARGB Mini ITX Desktop Case (RVZ03W-ARGB)	Silverstone	Mini ITX Desktop	White	None	None	No	Mini ITX	330 mm / 12.992			€114.90	https://fi.pcpartpicker.com/product/FsFKHx/silverstone-rvz03w-argb-mini-itx-desktop-case-rvz03w-argb
325	Phanteks Enthoo EVOLV SHIFT Mini ITX Tower Case (PH-ES217E_AG)	Phanteks	Mini ITX Tower	Gray	None	Tinted Tempered Glass	No	Mini ITX	350 mm / 13.78	23.953 L	274 mm x 186 mm x 470 mm	€108.90	https://fi.pcpartpicker.com/product/7C38TW/phanteks-enthoo-evolv-shift-mini-itx-tower-case-ph-es217e_ag
326	DAN Cases A4-SFXv4 Mini ITX Desktop Case (A4SFXV4-S)	DAN Cases	Mini ITX Desktop	Silver	None	None	No	Mini ITX	300 mm / 11.811			€224.90	https://fi.pcpartpicker.com/product/CRfhP6/dan-cases-a4-sfx-v4-mini-itx-desktop-case-a4sfxv4-s
327	Silverstone SG13 Mini ITX Tower Case (SST-SG13B-Q)	Silverstone	Mini ITX Tower	Black	None	None	No	Mini ITX	267 mm / 10.512	11.452 L	285 mm x 222 mm x 181 mm	€51.90	https://fi.pcpartpicker.com/product/PvVBD3/silverstone-case-sstsg13bq
328	Silverstone Lucid LD03 Mini ITX Tower Case (SST-LD03B)	Silverstone	Mini ITX Tower		None	Tinted Tempered Glass	No	Mini ITX	309 mm / 12.165	25.233 L	230 mm x 265 mm x 414 mm	€109.90	https://fi.pcpartpicker.com/product/fQVG3C/silverstone-lucid-ld03-mini-itx-tower-case-sst-ld03b
329	Jonsbo Jonsplus i100 Pro Mini ITX Desktop Case (i100PRO-G Silver)	Jonsbo	Mini ITX Desktop	Silver / Black	None	Tempered Glass	No	Mini ITX	345 mm / 13.583 With Drive Cages	25.908 L	435 mm x 194 mm x 307 mm	€169.00	https://fi.pcpartpicker.com/product/TWbTwP/jonsbo-jonsplus-i100-pro-mini-itx-desktop-case-i100pro-g-silver
330	Streacom DA2 Mini ITX Desktop Case (ST-DA2S)	Streacom	Mini ITX Desktop	Silver	None	None	No	Mini ITX	330 mm / 12.992			€229.90	https://fi.pcpartpicker.com/product/snDJ7P/streacom-st-da2s-mini-itx-desktop-case-st-da2s
331	RAIJINTEK Metis Plus Mini ITX Tower Case (0R200055)	RAIJINTEK	Mini ITX Tower	Black	None	Acrylic	No	Mini ITX	170 mm / 6.693	13.368 L	277 mm x 190 mm x 254 mm	€66.50	https://fi.pcpartpicker.com/product/Zk7CmG/raijintek-metis-plus-black-mini-itx-tower-case-0r200055
332	RAIJINTEK Metis Plus Mini ITX Tower Case (0R200061)	RAIJINTEK	Mini ITX Tower	White	None	Acrylic	No	Mini ITX	170 mm / 6.693	13.368 L	277 mm x 190 mm x 254 mm	€64.90	https://fi.pcpartpicker.com/product/bF38TW/raijintek-0r200061-mini-itx-tower-case-0r200061
333	Jonsbo Jonsplus i100 Pro Mini ITX Desktop Case (i100PRO-A Black)	Jonsbo	Mini ITX Desktop	Black	None	None	No	Mini ITX	345 mm / 13.583 With Drive Cages	25.908 L	435 mm x 194 mm x 307 mm	€169.00	https://fi.pcpartpicker.com/product/BmgFf7/jonsbo-jonsplus-i100-pro-mini-itx-desktop-case-i100pro-a-black
334	RAIJINTEK Metis Plus Mini ITX Tower Case (0R200057)	RAIJINTEK	Mini ITX Tower	Silver	None	Acrylic	No	Mini ITX	170 mm / 6.693	13.368 L	277 mm x 190 mm x 254 mm	€67.90	https://fi.pcpartpicker.com/product/BNDzK8/raijintek-0r200057-mini-itx-tower-case-0r200057
335	Silverstone FTZ01-E Mini ITX Desktop Case (SST-FTZ01B-E)	Silverstone	Mini ITX Desktop	Black	None	None	No	Mini ITX	330 mm / 12.992			€154.90	https://fi.pcpartpicker.com/product/kZjJ7P/silverstone-ftz01b-e-atx-desktop-case-sst-ftz01b-e
336	Streacom DA2 V2 Mini ITX Desktop Case (ST-DA2S-V2)	Streacom	Mini ITX Desktop	Silver	None	None	No	Mini ITX	330 mm / 12.992	17.503 L	340 mm x 180 mm x 286 mm	€224.90	https://fi.pcpartpicker.com/product/wYVG3C/streacom-da2-v2-mini-itx-desktop-case-st-da2s-v2
337	Silverstone FTZ01 Mini ITX Desktop Case (SST-FTZ01S)	Silverstone	Mini ITX Desktop	Silver	None	None	No	Mini ITX	330 mm / 12.992			€139.90	https://fi.pcpartpicker.com/product/vsJkcf/silverstone-case-sstftz01s
338	Silverstone FTZ01 Mini ITX Desktop Case (SST-FTZ01B)	Silverstone	Mini ITX Desktop	Black	None	None	No	Mini ITX	330 mm / 12.992			€139.90	https://fi.pcpartpicker.com/product/JBPzK8/silverstone-case-sstftz01b
339	RAIJINTEK METIS EVO TGS Mini ITX Desktop Case (0R20B00160)	RAIJINTEK	Mini ITX Desktop	Black	None	Tempered Glass	No	Mini ITX	220 mm / 8.661 With Drive Cages	22.347 L	293 mm x 290 mm x 263 mm	€134.90	https://fi.pcpartpicker.com/product/MQcRsY/raijintek-metis-evo-tgs-mini-itx-desktop-case-0r20b00160
340	Streacom BC1 Mini Mini ITX Test Bench Case (ST-BC1R-MINI)	Streacom	Mini ITX Test Bench	Red	None	None	No	Mini ITX				€109.90	https://fi.pcpartpicker.com/product/QTm323/streacom-bc1-mini-red-mini-itx-test-bench-case-st-bc1r-mini
341	Silverstone SG13 Mini ITX Tower Case (SST-SG13WB-Q)	Silverstone	Mini ITX Tower	White / Black	None	None	No	Mini ITX	267 mm / 10.512	11.452 L	285 mm x 222 mm x 181 mm	€51.90	https://fi.pcpartpicker.com/product/Dcbkcf/silverstone-case-sstsg13wbq
342	Silverstone SG13 Mini ITX Tower Case (SST-SG13WB-Q)	Silverstone	Mini ITX Tower	White / Black	None	None	No	Mini ITX	267 mm / 10.512	11.452 L	285 mm x 222 mm x 181 mm	€51.90	https://fi.pcpartpicker.com/product/Dcbkcf/silverstone-case-sstsg13wbq
343	RAIJINTEK METIS EVO TGS Mini ITX Desktop Case (0R20B00161)	RAIJINTEK	Mini ITX Desktop	Silver	None	Tempered Glass	No	Mini ITX	220 mm / 8.661 With Drive Cages	22.347 L	293 mm x 290 mm x 263 mm	€127.50	https://fi.pcpartpicker.com/product/wJgQzy/raijintek-metis-evo-tgs-mini-itx-desktop-case-0r20b00161
344	RAIJINTEK METIS EVO TGS Mini ITX Desktop Case (0R20B00163)	RAIJINTEK	Mini ITX Desktop	Blue	None	Tempered Glass	No	Mini ITX	220 mm / 8.661 With Drive Cages	22.347 L	293 mm x 290 mm x 263 mm	€127.50	https://fi.pcpartpicker.com/product/CPQfrH/raijintek-metis-evo-tgs-mini-itx-desktop-case-0r20b00163
345	RAIJINTEK METIS EVO TGS Mini ITX Desktop Case (0R20B00161)	RAIJINTEK	Mini ITX Desktop	Silver	None	Tempered Glass	No	Mini ITX	220 mm / 8.661 With Drive Cages	22.347 L	293 mm x 290 mm x 263 mm	€127.50	https://fi.pcpartpicker.com/product/wJgQzy/raijintek-metis-evo-tgs-mini-itx-desktop-case-0r20b00161
346	RAIJINTEK METIS EVO TGS Mini ITX Desktop Case (0R20B00163)	RAIJINTEK	Mini ITX Desktop	Blue	None	Tempered Glass	No	Mini ITX	220 mm / 8.661 With Drive Cages	22.347 L	293 mm x 290 mm x 263 mm	€127.50	https://fi.pcpartpicker.com/product/CPQfrH/raijintek-metis-evo-tgs-mini-itx-desktop-case-0r20b00163
